lemmaName(en),lemmaName(pt),idPOS,senseDescription(pt),idLU,source_file
return,devolução,83,"No tênis, é uma resposta do saque do oponente, um golpe que atinge o saque.",31683,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
straight,soco,83,"Um soco é um tipo de socada usada nas artes marciais. Um soco reto e curto.",31684,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
dodge,esquiva,83,"Em boxe e em lutas em geral, é o ato de desviar dos golpes do oponente.",31686,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
dodge,desviar,86,"Desviar os golpes do oponente em boxe e em lutas em geral.",31687,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
drop,queda,83,"Fazer o oponente cair no chão.",31688,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
drop,derrubar,86,"Faça o oponente cair no chão.",31689,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
"lift off",levantar,86,"Remover o oponente do chão na luta.",31692,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
lift,elevar,86,"Remova o oponente do chão na luta.",31693,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
set,levantada,83,"O voleibol em que um jogador levanta a bola para outro atacar e joga para o lado do oponente.",32117,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
pin,prender,86,"Forçar alguém ou algo a ficar em um lugar específico colocando peso sobre ele, ela ou isso.",32157,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
tuck,estoque,83,"Uma espada reta com uma lâmina estreita e duas bordas.",21947,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
foil,florete,83,"A espada de esgrima é uma espada fina e pontiaguda usada no esgrima.",21949,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
discipline,disciplina,83,"Uma subcategoria de um esporte.",28187,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
sprint,"corrida de velocidade",83,"Os sprints incluem distâncias curtas (100m, 200m ou 400m), e o objetivo de todos eles é, partindo de uma posição agachada nos blocos de largada, cobrir a distância definida o mais rápido possível.",29415,lus_imported_from_english_with_lemma_chunk167_2025-11-14_204850.csv
park,pista,83,"skateboarding disciplina realizada em um ambiente preparado com a existência de meia-tubos, corrimãos, caixas, rampas verticais, pirâmides, piscinas, bem como vários outros tipos de obstáculos.",31477,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
street,street,83,"Modilidade de skate em que o cenário da prática esportiva é o ambiente urbano por meio de manobras em bancos, degraus, corrimãos e calçadas.",31478,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
score,marcar,86,"Ganhar um ponto atirando a bola no gol.",1470,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
goal,gol,83,"Método de pontuação em muitos esportes;Em muitos esportes, uma área na qual os jogadores tentam colocar um objeto. Local onde uma bola ou puca precisa ser inserida para marcar pontos em um jogo. Equipamento de jogo que consiste no local para o qual os jogadores de um jogo tentam avançar uma bola ou puca a fim de marcar pontos.",3278,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
tuck,agrupamento,83,"No ginástica artística, é a posição na qual todas as partes do corpo se curvam e se aproximam do ponto central do corpo. As pernas devem ser flexionadas e o testa deve tocar no joelho. No mergulho, é a posição do corpo onde as pernas são flexionadas em direção ao peito e são seguradas pelas mãos.",28253,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
release,soltura,83,"Na ginástica artística, é o ato de soltar a barra durante o movimento.",29255,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
release,soltar,86,"Em ginástica artística, é soltar a barra durante o movimento.",29256,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
rotation,rotação,83,"Na ginástica artística, é o ato de se mover em torno da barra em um ângulo de 360º. Na ginástica rítmica, são os movimentos de rotação de uma corda em torno do corpo do atleta.",29260,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
turn,girar,86,"Em ginástica artística, é se mover em volta da barra em um ângulo de 360 graus.",29261,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
catch,agarrar,86,"Em ginástica artística, é manter-se firmemente na barra fixa ou em outro aparelho.",29266,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
swing,balançar,86,"No ginástica artística, é mover o corpo segurando a barra.",29268,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
dismount,desmontar,86,"No ginástica artística, é quando o ginasta termina sua série de movimentos, no trave por exemplo, e faz um movimento fora do aparelho.",29269,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
land,aterrissar,86,"No ginástica artística, é quando o ginasta termina sua série de movimentos, no trave por exemplo, e faz um movimento fora do aparelho.",29270,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
grappling,"luta corporal",83,"Em lutas e artes marciais, é o ato do atleta manter o oponente firmemente.",29427,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
cross,cruzado,83,"Um soco lateral na cabeça ou no peito do oponente.",29438,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
straight,direto,83,"Um soco geralmente lançado com a mão dominante no momento em que um oponente leva com a mão oposta. No mergulho, é a posição em que o corpo está reto durante o salto.",29439,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
"score goal","marcar gol",86,"Fazer a bola passar pela estrutura chamada de gol, marcando pontos.",31195,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
hop,pular,86,"saltar ou se projetar no ar.",31345,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
jump,pular,86,"propulsar-se do chão.",31347,lus_imported_from_english_with_lemma_chunk168_2025-11-14_205413.csv
voluntary,"série livre",83,"No trampolim ginástica é uma série livre, ao critério do ginasta.",31489,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
spike,cortada,83,"No voleibol, é um ""smash"" tão forte que a bola vai direto para o chão, sem chance de defesa.",31490,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
spike,cortar,86,"No voleibol, é quando se bate tão forte na bola que ela vai direto ao chão, sem chance de defesa.",31491,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
touch,tocar,86,"Toque no outro atleta com equipamentos esportivos como a espada de esgrima e marque pontos.",31496,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
side,lado,83,"No trampolim ginástica é o salto mortal lateral.",31501,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
pak,pak,83,"Na ginástica artística, é o movimento utilizado para se mover da barra mais baixa para a mais alta. O ginasta faz um movimento semelhante com o flic-flac, já que o pulo pak também é um movimento pontual preparatório.",31503,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
midle,centro,83,"No trampolim, você só pode usar o meio quando se trata de triplos mortais, devido estar no meio dos saltos.",31522,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
assist,assistência,83,"No basquete, é o passe que resulta diretamente em um arremesso convertido em cesta. No polo e no futebol, o passe para outro jogador que, por sua vez, consegue chutar na gol.",31535,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
half,meia,83,"No trampolim da ginástica, meia pirueta realizada em múltiplas salta-corda.",31564,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
front,frente,83,"No trampolim ginástica é o salto para a frente.",31574,lus_imported_from_english_with_lemma_chunk169_2025-11-14_205859.csv
visit,visitar,86,"COD: ir ver e passar algum tempo",5410,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
make,alcançar,86,"COD: conseguir chegar a (um lugar) ou apanhar (um trem ou outro meio de transporte).",5412,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
get,chegar,86,"COD: vir ou ir eventualmente ou com alguma dificuldade",5413,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
entry,entrada,83,"COD: um ato ou a ação de entrar.",5417,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
hit,acertar,86,"FN: alcançar um destino ou local.",5419,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
find,encontrar,86,"FN: alcançar um destino ou uma meta",5422,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
land,desembarcar,86,"Desembarcar de um navio ou avião.",23932,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
disembark,desembarcar,86,"Sair de um navio ou avião.",23934,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
pitch,arremessar,86,"COD: arremessar fortemente ou com força",5430,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
press,pressionar,86,"COD: mover ou causar que algo se mova para uma posição de contato com outra coisa por meio do exercício de força física contínua",5431,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
scoot,Empurrar,86,"FN: empurrar ou puxar ao longo de uma superfície contra resistência, geralmente causando sua movimentação apenas por uma curta distância.",5439,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
draw,puxar,86,"COD: puxar ou mover (algo) em uma direção especificada.",5440,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
run,passar,86,"FN: causar movimento enquanto em contato leve. [Geralmente dos dedos, língua ou alguma entidade manipulada pelo mão.]",5441,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
slide,deslizar,86,"FN: causar o movimento ao longo de uma superfície, geralmente horizontalmente.",5442,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
drive,dirigir,86,"COD: propulsão ou transporte por força em uma direção especificada.",5444,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
move,mover,86,"FN: causar (algo) para se mover",5445,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
force,forçar,86,"COD: empurrar para uma posição especificada usando força.",5446,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
roll,rolar,86,"FN: girar algo em um eixo",5451,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
launch,lançar,86,"a lançar-se sobre o abjeto.",5454,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
stick,enfiar,86,"FN: empurrar um objeto tipicamente afiado em alguma direção ou através de algo",5455,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
transfer,transferir,86,"FN: a remoção de um tema de um local ou situação seguida pela realocação desse tema para um novo local ou situação.",5456,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
hit,acertar,86,"FN: acertar um objeto de forma eficaz, fazendo-o se mover.",5457,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
drop,"deixar cair",86,"FN: deixar algo cair para baixo",5460,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
wrest,lutar,86,"FN: puxar, sacudir ou torcer de forma forçada",5464,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
accompany,Acompanhar,86,"COD: vá para algum lugar com",5466,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
chase,perseguir,86,"COD: perseguir para apanhar ou apanhar.",5467,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
guide,guiar,86,"COD: mostrar ou indicar o caminho para.",5471,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
hound,perseguir,86,"COD: assediar ou perseguir implacavelmente.",5472,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
lead,conduzir,86,"COD: mostrar (a alguém) o caminho para um destino precedendo-os ou acompanhando-os.",5473,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
pursue,perseguir,86,"COD: seguir para apanhar ou atacar.",5474,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
shadow,seguir,86,"COD: seguir e observar secretamente",5475,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
shepherd,guiar,86,"COD: guia ou direciona para algum lugar.",5476,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
tail,seguir,86,"COD: seguir e observar secretamente (alguém).",5477,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
trail,seguir,86,"FN: siga a trilha de",5479,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
usher,acompanhar,86,"COD: mostrar ou guiar para algum lugar.",5482,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
stalk,perseguir,86,"COD: perseguir ou abordar furtivamente.",5483,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
"tag along",Acompanhar,86,"COD: Acompanhar alguém sem convite",5484,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
walk,andar,86,"COD: guiar, acompanhar ou conduzir alguém a pé.",5485,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
dog,perseguir,86,"FN: seguir de perto e com angústia.",5487,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
show,exibir,86,"FN: guia",5489,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
departure,partida,83,"COD: a ação de partir.",5493,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
escape,fugir,86,"FN: deixar uma área",5497,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
exit,sair,86,"COD: sair ou deixar um lugar.",5501,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
leave,sair,86,"COD: afaste-se de.",5503,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
drain,drenar,86,"COD: causar a saída de água ou outro líquido em (algo), deixando-o vazio ou seco.",5509,lus_imported_from_english_with_lemma_chunk16_2025-11-14_124402.csv
finish,finalizar,86,"No futebol e em outros esportes, o fim de uma jogada que resulta no gol.",31579,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
two,"dois pontos",83,"forma reduzida da frase dois pontinhos, que é usada para descrever quando um jogador ofensivo faz uma cesta que vale apenas dois pontos. Todos os cestas de campo feitas dentro da linha dos três pontos valem dois pontos.",33197,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
arc,arco,83,"meia-lua no campo conectado ao topo da área de penalidade.",1159,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
corner,canto,83,"O chute de canto é um método de reiniciar o jogo em uma partida de futebol de associação.",3462,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
lawn,gramado,83,"Um gramado é uma área de terra plantada com grama ou outras plantas duráveis, que são mantidas em altura curta e utilizadas para fins estéticos e recreativos.",3463,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
score,placar,83,"uma grande tábua para exibir publicamente o placar em um jogo.",29042,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
hoop,aro,83,"Um anel de metal que sustenta uma rede por onde os jogadores de basquete tentam passar a bola.",29386,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
goal,gol,83,"Estrutura utilizada em esportes que consiste de dois postes verticais separados e conectados no topo por uma barra transversal com uma rede perfurada nas costas.",31188,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
screen,Ecrã,83,"Um grande ecrã utilizado em cinemas ou instalações desportivas para projetar partes do jogo à medida que ele acontece.",31243,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
basket,cesta,83,"A circular, da qual uma rede é suspensa, que é o alvo através do qual os jogadores tentam jogar a bola.",31326,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
bar,trave,83,"Uma estaca de madeira que marca o alvo do alvo. Pode ser horizontal em estruturas esportivas que devem ser superadas sem derrubá-la.",31373,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
impediment,impedimento,83,"algo imaterial que interfere ou atrasa a ação ou o progresso.",31379,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
board,aro,83,"A horizontal circular metal hoop que sustenta uma rede por meio da qual os jogadores tentam lançar o basquetebol.",31716,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
speaker,alto-falante,83,"Estrutura que emite som colocada na infraestrutura esportiva para esportes que utilizam músicas ou comandos anunciados em voz alta.",31722,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
suite,camarote,83,"um lugar separado do resto do público por divisórias e voltado para o palco, com cadeiras ou poltronas para acomodar alguns espectadores.",31732,lus_imported_from_english_with_lemma_chunk170_2025-11-14_210341.csv
home,"home plate",83,"Em um campo de beisebol, também é chamado de placa principal e é uma esteira de borracha pentagonal conhecida simplesmente como casa ou placa.",31795,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
key,garrafão,83,"No basquete, também é chamado de ""demijohn"". Consiste na linha de lance livre e duas linhas que partem da linha de lance livre e continuam até o final. Dentro da área restrita, os jogadores atacantes podem permanecer apenas por 3 segundos.",31809,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
"service area","zona de serviço",83,"área do campo onde a bola ou outros equipamentos esportivos são servidos.",31813,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
circle,círculo,83,"No atletismo, é a área em que o atleta pode ficar durante os lançamentos do disco, da lança ou do martelo e do arremesso de peso.",32146,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
attend,comparecer,86,"Junte-se a um evento como espectador ou participante.",3487,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
join,juntar,86,,3488,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
affirmation,afirmação,83,"FN: o ato ou instância de afirmar (declarar como verdadeiro)",18499,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
confirm,confirmar,86,"FN: estabelecer a verdade, precisão ou validade de algo",18500,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
confirmation,Confirmação,83,"FN: o ato ou instância de confirmar",18501,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
denial,negação,83,"FN: o ato ou instância de negar",18502,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
reaffirm,reafirmar,86,"FN: afirmar de novo; declarar de novo como verdade/fato",18503,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
refute,refutar,86,"FN: provar (uma afirmação, acusação, opinião) ser falsa ou errônea",18504,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
attest,atestar,86,"FN: para declarar ser correto, verdadeiro ou genuíno",18505,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
quiet,silenciar,86,"FN: fazer menos barulho do que estava sendo feito anteriormente",14078,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
silence,silenciar,86,"Fique quieto!",14083,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
quieten,Acalmar,86,"FN: Pare de fazer barulho",14087,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
suspect,suspeito,84,"COD: possivelmente perigoso ou falso.",13649,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
suspicious,suspeito,84,"FN: despertar um sentimento de que algo pode ser perigoso ou indicar comportamento criminoso ou ilegal",13650,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
invoice,faturar,86,"FN: criar e enviar uma descrição do que é devido.",18513,lus_imported_from_english_with_lemma_chunk171_2025-11-14_210800.csv
flesh,pele,83,"COD: a superfície do corpo humano",7641,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
wing,asa,83,"COD: uma membro anterior modificado ou outro apêndice que permite que um pássaro, morcego, inseto ou outra criatura voe.",7658,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
fin,barbatana,83,"COD: uma apêndice achatado no corpo de um peixe ou outro animal aquático, usado para propulsão, direção e equilíbrio",7677,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
temple,têmpora,83,"COD: a parte achatada de cada lado da cabeça, entre a testa e a orelha.",7692,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
sole,"sola",83,"COD: o lado inferior do pé de uma pessoa.",7698,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
crown,coroa,83,"FN: a parte superior da cabeça de uma pessoa.",7711,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
muscular,muscular,84,,39850,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
altered,alterado,84,"FN: descreve entidades que sofreram alteração, geralmente de um atributo, em vez de categorização.",18535,lus_imported_from_english_with_lemma_chunk172_2025-11-14_211200.csv
summon,convocar,86,"FN: chamar ou notificar para comparecer perante um tribunal",18517,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
citation,citação,83,"FN: uma intimação oficial para comparecer perante um tribunal",18519,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
associate,associado,83,"FN: um colega de uma empresa, especialmente uma pessoa que ocupa um alto cargo dentro de uma parceria ou empresa privada.",18548,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
colleague,colega,83,"FN: Uma pessoa que trabalha em conjunto com outra na mesma instituição.",18549,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
partner,Parceiro,83,"FN: colega da mesma parceria. Este é um uso de negócios, em oposição ao uso na estrutura de Relacionamento Pessoal.",18553,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
sister,irmã,83,"FN: membro da mesma organização sororal, especialmente organização religiosa ou sindical feminina.",18558,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
contract,contrair,86,"FN: começar a sofrer de uma doença.",18565,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
acquire,contrair,86,"FN: começar a sofrer de uma doença.",18566,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
get,contrair,86,"FN: começar a ter uma doença.",18567,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
catch,pegar,86,"FN: sofrer a transferência de (um patógeno) de alguma fonte.",18568,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
forbid,proibir,86,"CÓD: ordem para não fazer.",13582,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
prohibit,proibir,86,"FN: proibir por autoridade",13583,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
disallow,Recusar,86,"FN: recusar-se a permitir; rejeitar",13585,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
approval,aprovação,83,"COD: a ação de aprovar algo.",13586,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
permission,permissão,83,"COD: autorização",13594,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
permit,permitir,86,"COD: dar permissão a (alguém) ou para (algo).",13595,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
restrict,restringir,86,"COD: privação da liberdade de movimento ou ação.",13596,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
sanction,autorizar,86,"FN: dar permissão",13597,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
suffer,permitir,86,"FN: (desatualizado) permitir (algo desagradável).",13602,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
energy,energia,83,"FN: poder disponível ou o exercício desse poder",17637,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
lethargy,letargia,83,"FN: a qualidade ou estado de estar sonolento, sem energia e/ou apático",17643,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
sluggishness,letargia,83,"FN: a qualidade ou condição de ser preguiçoso",17645,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
stamina,Resistência,83,"FN: força de constituição física; poder de endurar",17646,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
hard,intenso,84,"Com grande intensidade.",34338,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
fund,financiar,86,"FN: fornecer fundos para (um programa, projeto, etc.)",18507,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
bankroll,financiar,86,"FN: financiar; fornecer fundos para",18510,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
support,sustentar,86,"FN: fornecer para (financeiramente)",18511,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
trigger,acionar,86,"FN: torna-se ativo após interagir com o ambiente.",17879,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
decline,declinar,86,"FN: piorar.",18539,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
decline,declínio,83,"FN: processo de se tornar pior.",18547,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
power,poder,83,"FN: a posse de grande força física",16032,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
unbearable,insuportável,84,"Demasiado forte para alguém ou algo continuar resistindo.",34224,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
strong,forte,84,"FN: capaz de resistir a uma grande força",17184,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
tough,resistente,84,"FN: forte e durável",17186,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
strength,Força,83,"FN: a qualidade ou estado de ser forte, e/ou a capacidade de resistir a grande força",17187,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
weak,fraco,84,"FN: não (resistir à grande força)",17189,lus_imported_from_english_with_lemma_chunk173_2025-11-14_211449.csv
durable,durável,84,"FN: a capacidade de resistir ao desgaste, à deterioração, etc.; durável",17196,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
flexible,flexível,84,"FN: capaz de ser dobrado (geralmente sem quebrar)",17206,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
supple,flexível,84,"Wiki: dobrável, flexível, fácil de dobrar",31030,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
solid,sólido,84,"Resistente, capaz de suportar grandes quantidades de dano.",34128,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
faction,facção,83,"FN: um subgrupo que compartilha opiniões ou objetivos diferentes dos do grupo maior, especialmente, tal grupo dentro de um partido político.",18560,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
sect,seita,83,"FN: um subgrupo dentro de uma religião baseado em crenças diferentes da maioria, geralmente levando a uma organização separada.
<ex>O Cristianismo começou como uma seita judaica.</ex>",18562,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
prevent,prevenir,86,"COD: manter de acontecer ou surgir.",13529,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
"stave off",afastar,86,"FN: prevenir algo ruim ou perigoso.",13534,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
check,interromper,86,"FN: interromper o progresso de algo.",13535,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
prohibit,proibir,86,"COD: prevenir.",13539,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
stop,parar,86,"FN: prevenir um evento de ocorrer.",13540,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
keep,manter,86,"FN: prevenir (com foco no estado anterior).",13542,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
prevent,prevenir,86,"COD: manter de acontecer ou surgir.",30736,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
"stave off",prevenir,86,"FN: prevenir algo ruim ou perigoso.",30741,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
check,interromper,86,"FN: interromper o progresso de algo.",30742,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
prohibit,proibir,86,"COD: prevenir.",30746,lus_imported_from_english_with_lemma_chunk174_2025-11-14_211734.csv
