idLU,frameName,luName,origin,status,senseDescription,annotationset_count,annotation_count
42734,frm_means_of_transportation,"barco de passeio.noun",WEBTOOL,CREATED,"embarcação aquática, utilizada no transporte de passageiros.",0,1
1263,frm_means_of_transportation,metrô.noun,WEBTOOL,CREATED,"meio de transporte urbano, geralmente subterrâneo,  que circula sobre trilhos e é destinado ao transporte rápido de passageiros.",4,4
45128,frm_means_of_transportation,metrô.noun,FNBK,PENDING,"Um trem subterrâneo; um trem subterrâneo, especialmente para o transporte de massa em áreas urbanas; o sistema ferroviário da London Underground, originalmente se referia às linhas de nível inferior que corriam em túneis tubulares em oposição às linhas de nível superior que corriam em túneis de seção retangular. (Geralmente o tube.)",0,0
19133,frm_measure_of_distance_and_length,metrô.noun,WEBTOOL,CREATED,"unidade de medida de comprimento do Sistema Internacional de unidades (SI), definida como a distância percorrida pela luz, no vácuo, durante um intervalo de tempo, e que corresponde a uma fração de 1/299.792.458 do segundo.",10,0
48125,frm_measure_of_distance_and_length,metro.noun,FNBK,PENDING,"COD: a unidade básica de comprimento no sistema métrico, igual a 100 centímetros (aproximadamente 39,37 polegadas).",0,0
29575,frm_measure_volume,gota.noun,WEBTOOL,CREATED,"pequena unidade de medida em formato de pera. Normalmente, um líquido escorre de um recipiente com um gotejador, formando uma gota. ",7,1
39358,frm_measure_volume,gota.noun,WEBTOOL,CREATED,,1,0
28185,frm_medical_conditions,câncer.noun,WEBTOOL,CREATED,"conjunto de doenças em que ocorre o crescimento desorganizado das células.",6,0
28378,frm_medical_conditions,câncer.noun,WEBTOOL,CREATED,"tipo de patologia que é caracterizada pelo desenvolvimento de células mutantes que não funcionam de acordo com fisiologia natural do orgão atingido.",116,1
38502,frm_medical_conditions,cardiopata.adj,WEBTOOL,CREATED,"pessoa que sofre de cardiopatia. ",2,0
36686,frm_medical_conditions,cardiopata.noun,WEBTOOL,CREATED,"adjetivo que caracteriza a pessoa que sofre de cardiopatia.",0,0
38511,frm_medical_conditions,coxo.adj,WEBTOOL,CREATED,"refere à pessoa que possui uma perna ou pé mais curto que o outro.",0,0
35200,frm_medical_conditions,coxo.noun,WEBTOOL,CREATED,"compressão do nervo femoral lateral da coxa.",0,0
38564,frm_medical_conditions,fistular.adj,WEBTOOL,CREATED,"adjetivo que se diz daquilo que tem fístula.",0,0
38565,frm_medical_conditions,fistular.verb,WEBTOOL,CREATED,"abrir (fístula) em ou transformar(-se) em fístula.",0,0
41412,frm_medical_conditions,mudo.adj,WEBTOOL,CREATED,"adjetivo que caracteriza a pessoa que sofre de mudez.",0,0
38584,frm_medical_conditions,mudo.noun,WEBTOOL,CREATED,"a pessoa que sofre de mudez.",0,0
38522,frm_medical_conditions,resfriado.adj,WEBTOOL,CREATED,"adjetivo que caracteriza aquele que está com a infecção. ",0,0
46189,frm_medical_conditions,resfriado.noun,FNBK,PENDING,"COD: uma infecção comum na qual a membrana mucosa do nariz e da garganta ficam inflamadas, causando corrimento nasal e espirros",0,0
38070,frm_medical_intervention,orientação.noun,WEBTOOL,CREATED,"informações e conselhos fornecidos a pacientes sobre seu diagnóstico, tratamento, prevenção e cuidados gerais de saúde.",62,0
42171,frm_medical_intervention,orientação.noun,WEBTOOL,CREATED,"informações e conselhos fornecidos a pacientes sobre seu diagnóstico, tratamento, prevenção e cuidados gerais de saúde.",0,0
41734,frm_medical_professionals,psiquiatra.adj,WEBTOOL,CREATED,"médico especializado em diagnóstico e tratamento de transtornos de natureza mental.
",4,0
35691,frm_medical_professionals,psiquiatra.noun,WEBTOOL,CREATED,"médico especializado em diagnóstico e tratamento de transtornos de natureza mental.
",16,0
46325,frm_mental_property,idiota.adj,FNBK,PENDING,"COD: estúpido; tolo.",0,0
47130,frm_mental_property,idiota.noun,FNBK,PENDING,"Uma pessoa estúpida.",0,0
24331,frm_money,cartão.noun,WEBTOOL,CREATED,"uma forma de pagamento eletrônico que consiste na utilização de um objeto feito de plástico que contém um chip e/ou uma tarja magnética geralmente preta, além de informações bancárias do usuário. Ele é utilizado em uma máquina específica. Este objeto pode ser qualificado como sendo de débito, crédito, de poupança ou conta corrente.",1,0
40484,frm_money,cartão.noun,WEBTOOL,CREATED,,0,0
36390,frm_motion_directional,caído.adj,WEBTOOL,CREATED,"relativo ao que sofreu o ato de cair, tombar. ",0,0
36392,frm_motion_directional,caído.noun,WEBTOOL,CREATED,"pessoa ou objeto que sofreu a ação de cair, tombar. ",2,0
32021,frm_natural_phenomena,amanhecer.noun,WEBTOOL,CREATED,"parte do dia referente ao raiar do dia, ao clarear do dia ou surgimento do sol.",1,0
32022,frm_natural_phenomena,amanhecer.verb,WEBTOOL,CREATED,"raiar, surgir o dia. Acordar, despertar.",2,0
43301,frm_needing,"atrás de.aux",LOME,PENDING,,1,0
43305,frm_needing,"atrás de.aux",LOME,PENDING,,1,0
43319,frm_needing,"cerca de.aux",LOME,PENDING,,1,0
43321,frm_needing,"cerca de.aux",LOME,PENDING,,1,0
43219,frm_needing,"vinte e três.aux",LOME,PENDING,,1,0
43223,frm_needing,"vinte e três.aux",LOME,PENDING,,1,0
43229,frm_needing,"vinte e três.aux",LOME,PENDING,,1,0
20844,frm_non-gradable_proximity,"atrás de.adp",WEBTOOL,CREATED,"No lado oposto de.",17,1
43297,frm_non-gradable_proximity,"atrás de.adv",LOME,PENDING,,2,0
45043,frm_non-gradable_proximity,oposto.adj,FNBK,PENDING,"FN: localizado de frente para, em frente a ou no outro extremo de algo",0,0
51525,frm_non-gradable_proximity,oposto.adp,FNBK,PENDING,"COD: em uma posição oposta a.",0,0
28923,frm_obviousness,claro.adj,WEBTOOL,CREATED,óbvio.,17,0
27441,frm_obviousness,claro.adv,WEBTOOL,CREATED,"claramente, obviamente",9,0
40266,frm_openness,fresta.noun,WEBTOOL,CREATED,"Abertura na porta ou na janela, por onde passa luz.",1,2
40411,frm_openness,fresta.noun,WEBTOOL,CREATED,"Abertura na porta ou na janela, por onde passa luz.",0,1
22934,frm_ordinal_numbers,décimo.adj,WEBTOOL,CREATED,"constitui o número dez em uma sequência",1,0
28892,frm_ordinal_numbers,décimo.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o nono e o décimo primeiro.",1,0
22931,frm_ordinal_numbers,nono.adj,WEBTOOL,CREATED,"constitui o número nove em uma sequência",0,0
28891,frm_ordinal_numbers,nono.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o oitavo e o décimo.",0,0
22928,frm_ordinal_numbers,oitavo.adj,WEBTOOL,CREATED,"constitui o número oito em uma seqüência",0,0
28890,frm_ordinal_numbers,oitavo.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o sétimo e o nono.",0,0
18597,frm_ordinal_numbers,primeiro.adj,WEBTOOL,CREATED,first,56,0
36899,frm_ordinal_numbers,primeiro.noun,WEBTOOL,CREATED,"referente ao item ou indivíduo que antecede todos em uma relação de ordem, classificado como núcleo nominal metaforicamente",16,0
3864,frm_ordinal_numbers,primeiro.num,WEBTOOL,CREATED,"número ordinal que indica a posição inicial em uma série.",32,0
18715,frm_ordinal_numbers,quarto.adj,WEBTOOL,CREATED,fourth.,2,0
28887,frm_ordinal_numbers,quarto.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o terceiro e o quinto.",3,0
50493,frm_ordinal_numbers,quinto.adj,FNBK,PENDING,"COD: quinto em uma sequência constituinte",0,0
26135,frm_ordinal_numbers,quinto.num,WEBTOOL,CREATED,fifth,4,0
43132,frm_ordinal_numbers,quinto.num,USER,CREATED,"constitui o número cinco em uma sequência.",0,0
18600,frm_ordinal_numbers,segundo.adj,WEBTOOL,CREATED,second,8,0
28885,frm_ordinal_numbers,segundo.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o primeiro e o terceiro.",21,0
43130,frm_ordinal_numbers,segundo.num,USER,CREATED,"constitui o numero dois em uma sequência.",0,0
26462,frm_ordinal_numbers,sexto.adj,WEBTOOL,CREATED,"colocação de posição, em sexto lugar.",2,0
28888,frm_ordinal_numbers,sexto.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o quinto e o sétimo.",1,0
18601,frm_ordinal_numbers,terceiro.adj,WEBTOOL,CREATED,third,8,0
28886,frm_ordinal_numbers,terceiro.num,WEBTOOL,CREATED,"número ordinal que indica a posição entre o segundo e o quarto.",4,0
50456,frm_origin,árabe.adj,FNBK,PENDING,"Uma entidade que vem de um país com cultura árabe.",0,0
24164,frm_origin,árabe.noun,WEBTOOL,CREATED,"natural da Arábia.",6,0
40968,frm_origin,gaúcho.adj,WEBTOOL,CREATED,"que possui sua origem no Rio Grande do Sul.",4,0
43730,frm_origin,gaúcho.adj,USER,CREATED,"originário do Rio Grande do Sul.",0,0
19299,frm_origin,nacional.adj,WEBTOOL,CREATED,"Originário de um país ou nação.",14,0
19193,frm_origin,nacional.noun,WEBTOOL,CREATED,"que pertence à nação",5,0
44702,frm_out_of_existence,acabado.adj,FNBK,PENDING,"FN: não mais existente; esgotado",0,0
44700,frm_out_of_existence,acabado.noun,FNBK,PENDING,"FN: (efetivamente) fora de existência; não mais relevante",0,0
29552,frm_participation,participante.adj,WEBTOOL,CREATED,"qualidade de quem participa de um evento.",1,0
44171,frm_participation,participante.noun,FNBK,PENDING,"FN: alguém que participa de um evento",0,0
31259,frm_part_inner_outer,exterior.adj,WEBTOOL,CREATED,"que se encontra do lado de fora.",0,0
46545,frm_part_inner_outer,exterior.noun,FNBK,PENDING,"COD: a superfície externa ou estrutura de algo.",0,0
31258,frm_part_inner_outer,interior.adj,WEBTOOL,CREATED,"que se encontra do lado de dentro.",0,1
46546,frm_part_inner_outer,interior.noun,FNBK,PENDING,"COD: parte interna de algo",0,0
35764,frm_part_orientational,cima.adv,WEBTOOL,CREATED,"significa que algo está em uma parte mais alta em relação a outra parte ou um todo.",4,0
35765,frm_part_orientational,cima.noun,WEBTOOL,CREATED,"significa a parte superior ou mais elevada de algo.",3,1
48105,frm_part_orientational,direita.adj,FNBK,PENDING,"do lado de, em relação ao, ou relacionado à lateral do corpo humano ou de um objeto que se encontra para o leste quando a pessoa ou objeto está enfrentando o norte.",0,0
23140,frm_part_orientational,direita.noun,WEBTOOL,CREATED,"a parte direita, lado ou direção.",49,0
29094,frm_part_orientational,direito.adj,WEBTOOL,CREATED,"referente à direção ou em relação ao lado de um corpo humano ou de uma coisa que está a leste quando a pessoa ou coisa está virada para o norte.",131,0
45852,frm_part_orientational,direito.noun,FNBK,PENDING,"COD: a parte, lado ou direção da direita.",0,0
48104,frm_part_orientational,esquerda.adj,FNBK,PENDING,"COD: o, em direção a, ou relacionado ao lado de um corpo humano ou de uma coisa que está para o oeste quando a pessoa ou coisa está enfrentando o norte.",0,0
23132,frm_part_orientational,esquerda.noun,WEBTOOL,CREATED,"a parte esquerda, lado ou direção.",59,0
23128,frm_part_orientational,frente.adj,WEBTOOL,CREATED,"a parte de um objeto que normalmente é visto ou usado primeiro",6,0
23129,frm_part_orientational,frente.noun,WEBTOOL,CREATED,"o lado ou parte de um objeto que se apresenta para ver ou que normalmente é visto ou usado primeiro",36,0
23119,frm_part_orientational,inferior.adj,WEBTOOL,CREATED,"na posição mais baixa",8,0
23120,frm_part_orientational,inferior.noun,WEBTOOL,CREATED,"o ponto mais baixo, a posição ou parte de algo",0,0
23122,frm_part_orientational,leste.adj,WEBTOOL,CREATED,"deitado em direção a, perto ou de frente para o leste",1,0
23123,frm_part_orientational,leste.noun,WEBTOOL,CREATED,"a parte oriental de um país, região ou cidade",0,0
23134,frm_part_orientational,norte.adj,WEBTOOL,CREATED,"deitado em direção a, perto ou de frente para o norte",0,0
23135,frm_part_orientational,norte.noun,WEBTOOL,CREATED,"a parte norte de um país, região ou cidade",2,0
23148,frm_part_orientational,oeste.adj,WEBTOOL,CREATED,"deitado em direção a, perto ou de frente para o oeste",3,0
23149,frm_part_orientational,oeste.noun,WEBTOOL,CREATED,"o lado oeste de um país, região ou cidade",1,0
23142,frm_part_orientational,sul.adj,WEBTOOL,CREATED,"deitado em direção a, perto ou de frente para o sul",0,0
23143,frm_part_orientational,sul.noun,WEBTOOL,CREATED,"a parte sul de um país, região ou cidade",5,0
39742,frm_part_whole,componente.adj,WEBTOOL,CREATED,,2,0
48087,frm_part_whole,componente.noun,FNBK,PENDING,"uma parte ou elemento de um todo maior, especialmente uma parte de uma máquina ou veículo.",0,0
39833,frm_part_whole,ponta.adj,WEBTOOL,CREATED,,0,0
25435,frm_part_whole,ponta.noun,WEBTOOL,CREATED,"parte extrema de um objeto.",10,0
43491,frm_part_whole,"por cento.adp",LOME,PENDING,,8,0
35026,frm_part_whole,"por cento.noun",WEBTOOL,CREATED,"em cada cem.",32,0
45841,frm_part_whole,todo.adj,FNBK,PENDING,"A entidade completa.",0,0
34803,frm_part_whole,todo.noun,WEBTOOL,CREATED,"Representa a totalidade do objeto perfilado.",26,0
34762,frm_patterns,xadrez.adj,WEBTOOL,CREATED,"que possui #Padronagem formada por linhas paralelas cruzadas a noventa graus, formando quadrados.",1,0
34763,frm_patterns,xadrez.noun,WEBTOOL,CREATED,"#Padronagem formada por linhas paralelas cruzadas a noventa graus, formando quadrados.",1,0
32847,frm_people,alguém.noun,WEBTOOL,CREATED,someone,14,0
25967,frm_people,alguém.pron,WEBTOOL,CREATED,"palavra utilizada para designar uma pessoa ou um ser humano.",5,0
32848,frm_people,ninguém.noun,WEBTOOL,CREATED,"no one",15,0
25982,frm_people,ninguém.pron,WEBTOOL,CREATED,"nenhuma pessoa.",32,0
32849,frm_people,quem.cconj,WEBTOOL,CREATED,who,1,0
25989,frm_people,quem.pron,WEBTOOL,CREATED,"que pessoa.",53,0
32851,frm_people,todos.noun,WEBTOOL,CREATED,everybody,14,1
49184,frm_people,todos.pron,FNBK,PENDING,"O número total de pessoas mencionadas na frase.",0,0
49183,frm_people,um.noun,FNBK,PENDING,um,0,0
25987,frm_people,um.pron,WEBTOOL,CREATED,"qualquer pessoa ainda não mencionada ou identificada no discurso.",17,0
18790,frm_people_by_age,adulto.adj,WEBTOOL,CREATED,adulthood,21,2
50303,frm_people_by_age,adulto.noun,FNBK,PENDING,"COD: uma pessoa que está totalmente crescida e desenvolvida ou uma pessoa que atingiu a maioridade.",0,0
29698,frm_people_by_age,jovem.adj,WEBTOOL,CREATED,"aquele que se encontra na juventude; adolescente.",6,3
23309,frm_people_by_age,jovem.noun,WEBTOOL,CREATED,"aquele que se encontra na juventude; adolescente.",44,20
24102,frm_people_by_age,velho.adj,WEBTOOL,CREATED,"caracteriza o que existe há muito tempo.",9,4
27707,frm_people_by_age,velho.noun,WEBTOOL,CREATED,"pessoa idosa.",5,1
37875,frm_people_by_morality,delinquente.adj,WEBTOOL,CREATED,"aquele que praticou um delito.",0,0
50449,frm_people_by_morality,delinquente.noun,FNBK,PENDING,"FN: uma (geralmente jovem) pessoa que demonstra ou é caracterizada por uma tendência a cometer crimes",0,0
3764,frm_people_by_origin,brasileiro.adj,WEBTOOL,CREATED,"gentílico de quem nasce no Brasil.",7,1
3606,frm_people_by_origin,brasileiro.noun,WEBTOOL,CREATED,"pessoa nascida no Brasil.",14,4
44090,frm_people_by_origin,escocês.adj,FNBK,PENDING,"Pessoas que são nativas da Escócia.",0,0
29589,frm_people_by_origin,escocês.noun,WEBTOOL,CREATED,"diz-se do nativo da Escócia",12,7
40366,frm_people_by_vocation,agricultor.adj,WEBTOOL,CREATED,"profissional reponsável pelo manejo da lavoura, pelo cultivo da terra.",5,1
50393,frm_people_by_vocation,agricultor.noun,FNBK,PENDING,"Uma pessoa que opera uma fazenda.",0,0
23579,frm_people_by_vocation,profissional.adj,WEBTOOL,CREATED,"de ou relativo a uma profissão.",6,0
20206,frm_people_by_vocation,profissional.noun,WEBTOOL,CREATED,"pessoa que exerce um trabalho ou uma profissão.",24,0
32055,frm_people_by_vocation,recreador.adj,WEBTOOL,CREATED,,0,0
32056,frm_people_by_vocation,recreador.noun,WEBTOOL,CREATED,"Aquele que trabalha com recreação.",0,0
47532,frm_perception_active,"olhar fixo.noun",FNBK,PENDING,"COD: um olhar fixo em alguém ou algo com os olhos bem abertos",0,0
47533,frm_perception_active,"olhar fixo.verb",FNBK,PENDING,"COD: olhar fixamente para alguém ou algo com os olhos bem abertos",0,0
23408,frm_perception_active,olhar.noun,WEBTOOL,CREATED,"o ato de dirigir o olhar em uma direção especificada",10,10
23402,frm_perception_active,olhar.verb,WEBTOOL,CREATED,"o ato ou efeito de olhar de perto ou com interesse",212,7
36116,frm_perception_experience,percepção.noun,WEBTOOL,CREATED,"ato de tomar consciência de algo, aprender por meio das sensações e da mente. ",0,0
23430,frm_perception_experience,percepção.verb,WEBTOOL,CREATED,"o processo de tomar consciência de algo através dos sentidos",1,0
40113,frm_performers,músico.adj,WEBTOOL,CREATED,,0,2
44137,frm_performers,músico.noun,FNBK,PENDING,"FN: uma pessoa que toca música em um concerto",0,0
43213,frm_performers_and_roles,"vinte e três.aux",LOME,PENDING,,1,0
43227,frm_performers_and_roles,"vinte e três.aux",LOME,PENDING,,1,0
23450,frm_personal_relationship,divorciado.adj,WEBTOOL,CREATED,"tendo legalmente dissolvido o casamento.",0,0
23451,frm_personal_relationship,divorciado.noun,WEBTOOL,CREATED,"uma pessoa divorciada.",0,0
23475,frm_personal_relationship,esposo.adj,WEBTOOL,CREATED,"relativo ao cônjuge.",0,1
23476,frm_personal_relationship,esposo.noun,WEBTOOL,CREATED,cônjuge.,44,0
18708,frm_personal_relationship,namorado.noun,WEBTOOL,CREATED,"companheiro masculino regular de uma pessoa em um relacionamento romântico ou sexual.",39,0
28437,frm_personal_relationship,namorado.noun,WEBTOOL,CREATED,"pessoa que mantém relação amorosa com outra.",2,0
23452,frm_personal_relationship,noivo.adj,WEBTOOL,CREATED,"estado de alguém que concordou formalmente em casar.",0,0
23456,frm_personal_relationship,noivo.noun,WEBTOOL,CREATED,"um homem comprometido para se casar como considerado pelo futuro cônjuge.",1,0
23479,frm_personal_relationship,viúvo.adj,WEBTOOL,CREATED,"uma pessoa que perdeu um cônjuge pela morte e sem voltar a casar.",1,0
23480,frm_personal_relationship,viúvo.noun,WEBTOOL,CREATED,"um homem que perdeu sua esposa pela morte e ainda não se casou.",0,0
24281,frm_pessoas_por_condição_médica,paciente.noun,WEBTOOL,CREATED,"pessoa doente e dependente de um auxílio médico.",341,0
36853,frm_pessoas_por_condição_médica,paciente.noun,WEBTOOL,CREATED,"indivíduo doente ou sob cuidados médicos.",602,0
52182,frm_pessoas_por_gênero,homem.noun,USER,PENDING,"pessoa do sexo masculino.",0,0
52183,frm_pessoas_por_gênero,homem.noun,USER,PENDING,"pessoa do sexo masculino.",0,0
40641,frm_physical_artworks,"instalação artística interativa.noun",WEBTOOL,CREATED,"obra de arte que convida o público a participar ativamente, transformando-o de mero observador em co-criador da experiência artística.",0,0
40642,frm_physical_artworks,"instalação artística interativa.noun",WEBTOOL,CREATED,"obra de arte que convida o público a participar ativamente, transformando-o de mero observador em co-criador da experiência artística.",0,0
40379,frm_physical_artworks,vídeo.noun,WEBTOOL,CREATED,"produção audiovisual.",4,1
40380,frm_physical_artworks,vídeo.noun,WEBTOOL,CREATED,"produção audiovisual.",4,1
40471,frm_plants,arbusto.noun,WEBTOOL,CREATED,"Planta de porte médio, caracterizada por apresentar caules lenhosos ramificados próximos ao solo",0,0
40472,frm_plants,arbusto.noun,WEBTOOL,CREATED,"Planta de porte médio, caracterizada por apresentar caules lenhosos ramificados próximos ao solo",0,14
40610,frm_plants,baobá.noun,WEBTOOL,CREATED,"árvore de grande porte, de tronco largo e volumoso que pode atingir até 10 metros de diâmetro e copa relativamente pequena e esparsa, nativa de regiões áridas da África, Madagascar e Austrália.",0,3
40611,frm_plants,baobá.noun,WEBTOOL,CREATED,"árvore de grande porte, de tronco largo e volumoso que pode atingir até 10 metros de diâmetro e copa relativamente pequena e esparsa, nativa de regiões áridas da África, Madagascar e Austrália.",0,5
43262,frm_plants,"de frente.det",LOME,PENDING,,1,0
43265,frm_plants,"de frente.noun",LOME,PENDING,,1,0
38329,frm_political_actions,greve.noun,WEBTOOL,CREATED,"cessação de atividades feita por um grupo como forma de protesto e de ter suas demandas atendidas.",2,0
51266,frm_political_actions,greve.verb,FNBK,PENDING,"FN: deixar um emprego para protestar e exigir mudanças do empregador.",0,0
44771,frm_popularity,quente.adj,FNBK,PENDING,"FN: considerado desejável ou popular, de acordo com fatores estéticos, não-estéticos, temporais ou categóricos.",0,0
23667,frm_popularity,quente.noun,WEBTOOL,CREATED,"considerado desejável ou popular, de acordo com fatores estéticos, não estéticos, temporais ou categóricos",0,0
23672,frm_possession,falta.noun,WEBTOOL,CREATED,"ausência ou deficiência de algo",6,0
45748,frm_possession,falta.verb,FNBK,PENDING,"COD: sem ou com deficiência de",0,0
23671,frm_possession,obter.noun,WEBTOOL,CREATED,"possuir um objeto ou proclamar confiabilidade",2,0
45750,frm_possession,obter.verb,FNBK,PENDING,"Ter, ser capaz de uma entidade.",0,0
47942,frm_possession,possuir.pron,FNBK,PENDING,"Possuída por uma entidade.",0,0
3681,frm_possession,possuir.verb,WEBTOOL,CREATED,"ter ou se apropriar de algo.",23,0
45749,frm_possession,querer.noun,FNBK,PENDING,"COD: o desejo por algo.",0,0
23681,frm_possession,querer.verb,WEBTOOL,CREATED,"o ato ou efeito de ter vontade de possuir ou fazer (algo); desejo por",11,0
39278,frm_possession,ter.aux,WEBTOOL,CREATED,,10,0
208,frm_possession,ter.verb,WEBTOOL,CREATED,"possuir, exercer a posse sobre",508,2
39250,frm_possibility,dever.noun,WEBTOOL,CREATED,,0,0
28483,frm_possibility,dever.verb,WEBTOOL,CREATED,Provavelmente.,8,0
39354,frm_possibility,poder.adj,WEBTOOL,CREATED,,22,0
337,frm_possibility,poder.verb,WEBTOOL,CREATED,"ter a possibilidade de.",223,0
40358,frm_posture,"de pé.adv",WEBTOOL,CREATED,"em posição vertical, apoiado sobre os pés.",7,0
41139,frm_posture,"de pé.x",WEBTOOL,CREATED,standing.,0,0
46402,frm_prevarication,enganar.verb,FNBK,PENDING,"COD: causar uma impressão errada sobre alguém ou algo.",0,0
49094,frm_prevarication,enganar.x,FNBK,PENDING,"FN: enganar",0,0
46172,frm_process_end,final.adj,FNBK,PENDING,"COD: chegando ao final de uma série.",0,0
46173,frm_process_end,final.noun,FNBK,PENDING,"COD: a última parte de uma peça musical, um espetáculo ou um evento público.",0,0
24536,frm_project,projeto.noun,WEBTOOL,CREATED,"algo idealizado por alguém.",59,0
43541,frm_project,projeto.noun,LOME,PENDING,,6,0
38550,frm_proliferating_in_number,multiplicar.verb,WEBTOOL,CREATED,"aumentar em número ou quantidade.",1,0
43748,frm_proliferating_in_number,multiplicar.verb,USER,CREATED,"aumentar em quantidade, gerar cópias ou reproduções de forma sucessiva.",1,0
51070,frm_proportional_quantity,aproximadamente.adp,FNBK,PENDING,"FN: uma estimativa aproximada de",0,0
29089,frm_proportional_quantity,aproximadamente.adv,WEBTOOL,CREATED,"em valores, grandezas ou dimensões aproximadas, cerca de, mais ou menos.",21,0
19164,frm_proportional_quantity,"cerca de.adp",WEBTOOL,CREATED,aproximadamente,22,0
43314,frm_proportional_quantity,"cerca de.adv",LOME,PENDING,,2,0
51075,frm_proportional_quantity,"cerca de.det",FNBK,PENDING,"COD: (usado com um número) aproximadamente.",0,0
18716,frm_proportional_quantity,muito.adv,WEBTOOL,CREATED,"many, much, a lot, quite.",25,0
51081,frm_proportional_quantity,muito.det,FNBK,PENDING,"FN: uma quantidade de (algum número de indivíduos/massa)",0,0
51079,frm_proportional_quantity,"no máximo.adv",FNBK,PENDING,"FN: em estimativa de um valor no seu máximo.",0,0
51077,frm_proportional_quantity,"no máximo.noun",FNBK,PENDING,"FN: no máximo",0,0
39275,frm_proportional_quantity,pouco.adj,WEBTOOL,CREATED,,17,0
18810,frm_proportional_quantity,pouco.adv,WEBTOOL,CREATED,"a little. a bit. a few.",53,0
51082,frm_proportional_quantity,pouco.det,FNBK,PENDING,"FN: não muito de (massa/indivíduos)",0,0
51068,frm_proportional_quantity,quase.adp,FNBK,PENDING,"COD: quase que.",0,0
18831,frm_proportional_quantity,quase.adv,WEBTOOL,CREATED,almost.,19,0
43413,frm_protecting,diálogos.noun,LOME,PENDING,,1,0
43407,frm_protecting,diálogos.verb,LOME,PENDING,,1,0
37988,frm_public_services,"serviço público.noun",WEBTOOL,CREATED,"um serviço acessível ao público, fornecido pelo governo.",3,0
43583,frm_public_services,"serviço público.noun",LOME,PENDING,,2,0
39781,frm_purpose,objetivo.adj,WEBTOOL,CREATED,,0,0
221,frm_purpose,objetivo.noun,WEBTOOL,CREATED,"um objetivo ou resultado desejado.",5,0
32960,frm_quantified_mass,muito.adj,WEBTOOL,CREATED,"many, much",21,0
48383,frm_quantified_mass,muito.noun,FNBK,PENDING,"FN: uma grande quantidade",0,0
48389,frm_quantified_mass,nenhum.adj,FNBK,PENDING,"COD: não há.",0,0
32959,frm_quantified_mass,nenhum.pron,WEBTOOL,CREATED,no,19,0
39599,frm_quantified_mass,pesar.noun,WEBTOOL,CREATED,,3,0
41383,frm_quantified_mass,pesar.verb,WEBTOOL,CREATED,,0,0
39373,frm_quantified_mass,pouco.adj,WEBTOOL,CREATED,,10,0
48371,frm_quantified_mass,pouco.noun,FNBK,PENDING,"COD: uma pequena quantidade de algo",0,0
45985,frm_quantified_mass,qualquer.adj,FNBK,PENDING,"COD: um ou alguns de uma coisa ou número de coisas, não importa quantos ou quantos sejam.",0,0
42452,frm_quantified_mass,qualquer.pron,WEBTOOL,CREATED,"qualquer quantidade.",7,0
48385,frm_quantified_mass,vários.adj,FNBK,PENDING,"FN: consistindo de mais de dois, mas não muitos",0,0
48384,frm_quantified_mass,vários.noun,FNBK,PENDING,"COD: mais de dois, mas não muitos.",0,0
18907,frm_reason,"por isso.cconj",WEBTOOL,CREATED,"because of that.",12,0
39264,frm_reference_text,ver.noun,WEBTOOL,CREATED,,2,0
38468,frm_reference_text,ver.verb,WEBTOOL,CREATED,"conferir para maiores informações. ",3,0
18763,frm_relation,e.cconj,WEBTOOL,CREATED,"palavra que marca uma conexão ou adição.",0,0
32993,frm_relative_time,atrasado.adj,WEBTOOL,CREATED,"late. delayed.",3,0
45579,frm_relative_time,atrasado.adv,FNBK,PENDING,"COD: posterior ao planejado ou esperado.",0,0
18892,frm_relative_time,enquanto.adv,WEBTOOL,CREATED,"durante o tempo em que, no tempo em que, sempre que, quando.",7,1
47749,frm_relative_time,enquanto.cconj,FNBK,PENDING,"COD: ao mesmo tempo que.",0,0
43575,frm_relative_time,passado.adj,LOME,PENDING,,2,0
28016,frm_relative_time,passado.noun,WEBTOOL,CREATED,"Momento anterior ao atual.",19,1
39487,frm_relative_time,seguido.adj,WEBTOOL,CREATED,,0,0
29235,frm_relative_time,seguido.adv,WEBTOOL,CREATED,"sem intervalo, imediato, contínuo, que está ou vem logo depois, ininterruptamente.",4,0
47754,frm_relative_time,tarde.adj,FNBK,PENDING,"FN: ocorrendo em um momento perto do fim de um dia.",0,0
28610,frm_relative_time,tarde.adv,WEBTOOL,CREATED,"Horário avançado. ",9,2
47474,frm_removing,purga.noun,FNBK,PENDING,"COD: um ato de purgar pessoas de uma organização ou lugar.",0,0
47475,frm_removing,purga.verb,FNBK,PENDING,"COD: remover por um processo de limpeza.",0,0
36411,frm_removing,removedor.adj,WEBTOOL,CREATED,"usado para a remoção ou eliminação de alguma substância. ",0,0
47481,frm_removing,removedor.noun,FNBK,PENDING,,0,0
44179,frm_reveal_secret,revelar.verb,FNBK,PENDING,"COD: Divulgar (informação previamente desconhecida ou secreta)",0,0
50492,frm_reveal_secret,revelar.x,FNBK,PENDING,"FN: revelar inadvertidamente",0,0
