lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"arma química",cw,83,NOUN,8,1,"FN: uma (química) arma que produz seu efeito pela liberação de uma substância tóxica ou nociva",Weapon,4806,"Lemma not found in database"
"arma biológica",bw,83,NOUN,8,1,"FN: uma (biológica) arma que produz seu efeito pela liberação de agentes biológicos como bactérias ou vírus que causam doenças na população-alvo",Weapon,4807,"Lemma not found in database"
"arma de destruição em massa",wmd,83,NOUN,8,1,"FN: arma de destruição em massa",Weapon,4808,"Lemma not found in database"
"arma de destruição em massa","weapon of mass destruction",83,NOUN,8,1,"FN: armas capazes de causar um alto grau de destruição e/ou que podem ser utilizadas de maneira a destruir grandes números de pessoas.",Weapon,4809,"Lemma not found in database"
"explosivo plástico","plastic explosive",83,NOUN,8,1,"COD: uma explosiva semelhante à argila capaz de ser moldada manualmente.",Weapon,4814,"Lemma not found in database"
scud-b,scud-b,83,NOUN,8,1,"FN: um míssil movel, alimentado por líquido, de uma única etapa, projetado na Rússia",Weapon,4817,"Lemma not found in database"
"Mísseis Scud-C","scud-c missile",83,NOUN,8,1,"FN: uma versão posterior do míssil Scud-B; tinha um alcance estendido em troca de um tamanho e precisão muito reduzidos da ogiva",Weapon,4818,"Lemma not found in database"
"arma atômica","atomic weapon",83,NOUN,8,1,"FN: uma arma alimentada por reações nucleares.",Weapon,4819,"Lemma not found in database"
armas,arms,83,NOUN,8,1,"COD: armas; armamento.",Weapon,4821,"Lemma not found in database"
"bomba atômica","atomic bomb",83,NOUN,8,1,"FN: uma bomba alimentada por reações nucleares",Weapon,4824,"Lemma not found in database"
"gás nervino","nerve gas",83,NOUN,8,1,"COD: um vapor tóxico que interrompe a transmissão de impulsos nervosos, causando morte ou deficiência.",Weapon,4826,"Lemma not found in database"
"arma nuclear estratégica","strategic nuclear weapon",83,NOUN,8,1,"FN: uma arma que deriva seu poder destrutivo da liberação rápida e não controlada de energia nuclear para uso contra o território ou infraestrutura de um inimigo.",Weapon,4828,"Lemma not found in database"
ICBM,icbm,83,NOUN,8,1,"FN: um míssil balístico intercontinental",Weapon,4829,"Lemma not found in database"
RPG,rpg,83,NOUN,8,1,"FN: granada propulsada por foguete.",Weapon,4830,"Lemma not found in database"
"armas leves","small arms",83,NOUN,8,1,"FN: armas tipicamente usadas por infantaria, incluindo revólveres, rifles e granadas de mão.",Weapon,4831,"Lemma not found in database"
efp,efp,83,NOUN,8,1,"FN: projétil formado explosivamente (ou penetrador).",Weapon,4832,"Lemma not found in database"
"fuzil de assalto","assault rifle",83,NOUN,8,1,"FN: uma carabina capaz de fogo automático e semiautomático com revista removível, ou uma carabina com um projeto semelhante.",Weapon,4833,"Lemma not found in database"
"arma automática","automatic weapon",83,NOUN,8,1,"FN: Uma arma capaz de disparar repetidamente enquanto o gatilho estiver pressionado.",Weapon,4835,"Lemma not found in database"
c4,c4,83,NOUN,8,1,"FN: um tipo comum de explosivo plástico",Weapon,4836,"Lemma not found in database"
Fosgênio,phosgene,83,NOUN,8,1,"FN: cloreto de carbono, um gás tóxico incolor usado como arma química",Weapon,4837,"Lemma not found in database"
boulder,boulder,86,VERB,16,1,"Isto não é um quadro real ou uma palavra real. Foi criado para facilitar alguma anotação em colaboração com o U Colorado em Boulder",Boulder,4839,"Lemma not found in database"
limousine,limousine,83,NOUN,8,1,"COD: um carro grande e luxuoso, geralmente com uma divisória atrás do motorista.",Vehicle,4847,"Lemma not found in database"
vagão-tanque,"tank car",83,NOUN,8,1,"FN: um vagão de carga do trem que é projetado para conter líquidos.",Vehicle,4849,"Lemma not found in database"
"avião de guerra",warplane,83,NOUN,8,1,"FN: um avião usado na guerra",Vehicle,4850,"Lemma not found in database"
"em termos de","in terms",96,X,17,1,"COD: em relação ao aspecto ou assunto especificado",Domain,4859,"Lemma not found in database"
"infração de direitos autorais","copyright infringement",83,NOUN,8,1,"FN: uso não autorizado de material protegido por direitos autorais.",Offenses,4865,"Lemma not found in database"
"crime grave",felony,83,NOUN,8,1,"COD: um crime, tipicamente envolvendo violência, considerado nos EUA e em outros sistemas judiciais (e anteriormente no Reino Unido) mais grave do que uma contravenção.",Offenses,4866,"Lemma not found in database"
"assédio sexual","sexual harassment",83,NOUN,8,1,"COD: ele repetiu avanços sexuais indesejados ou comentários obscenos para uma pessoa, especialmente em um local de trabalho.",Offenses,4867,"Lemma not found in database"
"atentado ao pudor","indecent assault",83,NOUN,8,1,"FN: conteúdo sexual ofensivo intencional feito sem o consentimento da vítima e sem a intenção de estuprar.",Offenses,4868,"Lemma not found in database"
"agressão sexual","sexual assault",83,NOUN,8,1,"FN: contato sexual não consensual infligido a uma pessoa incapaz de dar consentimento ou que confia no agressor.",Offenses,4869,"Lemma not found in database"
"abuso infantil","child abuse",83,NOUN,8,1,"FN: tratar uma criança com crueldade ou violência",Offenses,4870,"Lemma not found in database"
"incêndio criminoso",arson,83,NOUN,8,1,"COD: o ato criminoso de incendiar deliberadamente a propriedade.",Offenses,4871,"Lemma not found in database"
"portar armas","bear arms",86,VERB,16,1,"FN: ter armas na posse.",Bearing_arms,4872,"Lemma not found in database"
impede,impede,86,VERB,16,1,"COD: atrasar ou bloquear o progresso ou ação de.",Hindering,4876,"Lemma not found in database"
assemelhar-se,resemble,86,VERB,16,1,"COD: têm aparência semelhante ou características em comum com",Similarity,4892,"Lemma not found in database"
"ao contrário de",unlike,90,ADP,2,1,"COD: em contraste com",Similarity,4893,"Lemma not found in database"
"cópia fiel","spitting image",83,NOUN,8,1,"COD: o exato duplo de",Similarity,4897,"Lemma not found in database"
"exata imagem","very image",83,NOUN,8,1,"FN: a semelhança exata de",Similarity,4905,"Lemma not found in database"
"Assemelhar-se a","take after",86,VERB,16,1,"FN: parecer ou se assemelhar",Similarity,4906,"Lemma not found in database"
"puxar (a)","take (after)",86,VERB,16,1,"FN: parecer ou se assemelhar de uma forma que resulta de parentesco.",Similarity,4908,"Lemma not found in database"
"violência doméstica","domestic violence",83,NOUN,8,1,"FN: violência que ocorre dentro de uma família",Abusing,4912,"Lemma not found in database"
mal-trato,maltreatment,83,NOUN,8,1,"FN: ações cruéis e impróprias tomadas contra alguém.",Abusing,4913,"Lemma not found in database"
dedo-duro,squeal,83,NOUN,8,1,"Informar sobre alguém.",Reporting,4916,"Lemma not found in database"
dedo-duro,fink,83,NOUN,8,1,"COD: um informante.",Reporting,4918,"Lemma not found in database"
"Comportar-se mal",misbehave,86,VERB,16,1,"COD: se comportar mal",Conduct,4923,"Lemma not found in database"
"comportamento inadequado",misbehavior,83,NOUN,8,1,"FN: mau comportamento",Conduct,4924,"Lemma not found in database"
"Comportar-se mal","act up",86,VERB,16,1,"COD: agir mal.",Conduct,4926,"Lemma not found in database"
"português: portar-se","carry oneself",86,VERB,16,1,"COD: ficar em pé e se mover de uma maneira especificada.",Conduct,4927,"Lemma not found in database"
Legal.,legal,84,ADJ,1,1,"COD: permitido por lei.",Legality,4935,"Lemma not found in database"
render-se,surrender,86,VERB,16,1,"FN: tornar-se acessível às autoridades",Surrendering,4946,"Lemma not found in database"
"sob suspeita","under suspicion",90,ADP,2,1,"FN: (de uma pessoa) ser suspeito de envolvimento em um crime.",Suspicion,4948,"Lemma not found in database"
contrainterrogar,cross-examine,86,VERB,16,1,"COD: testemunha (chamada pela outra parte) em um tribunal de justiça para verificar ou estender o depoimento já prestado",Court_examination,4950,"Lemma not found in database"
contrainterrogatório,cross-examination,83,NOUN,8,1,"FN: um evento no procedimento judicial em que um testemunha é questionado para examinar mais de perto as declarações que eles fizeram quando foram interrogados pela outra parte.",Court_examination,4951,"Lemma not found in database"
"a fim de","in order",89,ADV,3,1,"COD: com o propósito de fazer.",Purpose,4959,"Lemma not found in database"
sermonizar,sermonize,86,VERB,16,1,"COD: uma conversa sobre um assunto religioso ou moral, especialmente uma dada durante um serviço da igreja e baseada em um trecho da Bíblia",Speak_on_topic,4972,"Lemma not found in database"
"falar com ardor","hold forth",86,VERB,16,1,"FN: falar sobre algo por muito tempo",Speak_on_topic,4973,"Lemma not found in database"
Prolongar-se,"go on",86,VERB,16,1,"COD: falar por muito ou excessivamente longo tempo",Speak_on_topic,4976,"Lemma not found in database"
fale,tell,86,VERB,16,1,"FN: falar sobre um determinado tópico (usado quase ou exclusivamente com a palavra 'de')",Speak_on_topic,4980,"Lemma not found in database"
Paxman,paxman,83,NOUN,8,1,"FN: tipo de guarda pessoal de um senhor que desfruta de um relacionamento extremamente próximo com seu protetor.",Subordinates_and_superiors,4989,"Lemma not found in database"
motivos,grounds,83,NOUN,8,1,"COD: fatores que formam uma base para ação ou justificativa para uma crença",Deserving,4996,"Lemma not found in database"
"viagem de visto","visa run",83,NOUN,8,1,"Documento emitido por um país que permite ao titular entrar neste país;Endosso feito em um passaporte que permite ao portador entrar no país emissor.",Documents,5002,"Lemma not found in database"
intimações,summons,83,NOUN,8,1,"COD: uma ordem para comparecer a um tribunal de direito.",Documents,5007,"Lemma not found in database"
"contrato de arrendamento",lease,83,NOUN,8,1,"FN: um contrato pelo qual uma parte transfere terra, bens ou propriedade para outra por um período de tempo especificado.",Documents,5008,"Lemma not found in database"
"carta patente",charter,83,NOUN,8,1,"COD: uma concessão escrita por um soberano ou legislatura, pela qual um corpo como uma universidade é criado ou seus direitos e privilégios definidos.",Documents,5009,"Lemma not found in database"
"declaração juramentada",affidavit,83,NOUN,8,1,"COD: uma declaração escrita confirmada por juramento ou afirmação, para ser usada como evidência em tribunal.",Documents,5012,"Lemma not found in database"
ordens,orders,83,NOUN,8,1,"FN: um documento escrito que especifica as regras a serem seguidas",Documents,5014,"Lemma not found in database"
"cartão de visita","business card",83,NOUN,8,1,"FN: um pequeno cartão contendo o nome de uma pessoa e informações sobre a empresa associada a ela, geralmente incluindo a posição da pessoa na empresa, normalmente trocada entre pessoas que se encontram por fins comerciais.",Documents,5016,"Lemma not found in database"
"acordo internacional","international agreement",83,NOUN,8,1,"Um acordo escrito entre dois estados ou soberanos;",Documents,5018,"Lemma not found in database"
"certificado de vacinação","certificate of vaccination",83,NOUN,8,1,"documento que atesta que o portador foi vacinado contra uma ou mais doenças.",Documents,5019,"Lemma not found in database"
melee,melee,83,NOUN,8,1,"COD: uma multidão confusa ou uma briga.",Fighting_activity,5022,"Lemma not found in database"
"briga generalizada",free-for-all,83,NOUN,8,1,"COD: uma situação ou evento desorganizado e não restrito no qual todos podem participar, especialmente uma briga ou discussão.",Fighting_activity,5023,"Lemma not found in database"
aniquilate,annihilate,86,VERB,16,1,"FN: matar, especialmente uma grande proporção de um grupo",Killing,5028,"Lemma not found in database"
eutanasiar,euthanize,86,VERB,16,1,"COD: matar (um animal) de forma humana.",Killing,5034,"Lemma not found in database"
liquidador,liquidator,83,NOUN,8,1,"FN: uma pessoa que se livra de outra, especialmente matando-a.",Killing,5045,"Lemma not found in database"
"banho de sangue",blood-bath,83,NOUN,8,1,"COD: um evento no qual muitas pessoas são mortas violentamente.",Killing,5063,"Lemma not found in database"
"Tirar a vida","take life",96,X,17,1,"FN: matar alguém",Killing,5074,"Lemma not found in database"
"em quantidade","in amount",96,X,17,1,"FN: tendo quantidade de (a).",Amounting_to,5076,"Lemma not found in database"
reprocessar,reprocess,86,VERB,16,1,"COD: processar (algo, especialmente combustível nuclear gasto) novamente ou de forma diferente, a fim de reutilizá-lo.",Processing_materials,5081,"Lemma not found in database"
"colocar em risco",endanger,86,VERB,16,1,"COD: colocar em risco ou em perigo.",Endangering,5086,"Lemma not found in database"
"colocar em perigo",jeopardise,86,VERB,16,1,"FN: colocar em perigo",Endangering,5087,"Lemma not found in database"
occlusão,occlusion,83,NOUN,8,1,"FN: algo que bloqueia uma abertura",Eclipse,5095,"Lemma not found in database"
Envoltos,enshrouded,84,ADJ,1,1,"FN: obscure, como se por uma capa",Eclipse,5101,"Lemma not found in database"
"não existente",non-existant,84,ADJ,1,1,"Uma entidade que não existe.",Existence,5103,"Lemma not found in database"
"em movimento",moving,84,ADJ,1,1,"Google: em movimento",Moving_in_place,5109,"Lemma not found in database"
"Discutir vigorosamente sobre algo; discutir acaloradamente.",wrangle,86,VERB,16,1,"COD: envolver-se em uma briga.",Quarreling,5136,"Lemma not found in database"
vaias,jeer,83,NOUN,8,1,"COD: um comentário rude e sarcástico.",Judgment_direct_address,5144,"Lemma not found in database"
castigatório,castigatory,84,ADJ,1,1,"FN: servindo para reprimir severamente",Judgment_direct_address,5154,"Lemma not found in database"
"dar bronca","give shit",86,VERB,16,1,"FN: (informal; com o destinatário como objeto direto) criticar.",Judgment_direct_address,5163,"Lemma not found in database"
"identificar-se com","identify with",86,VERB,16,1,"FN: Experimente uma conexão mental com algo.",Cognitive_connection,5167,"Lemma not found in database"
"prometer em casamento",betroth,86,VERB,16,1,"FN: prometer alguém em casamento a outra pessoa.",Forming_relationships,5170,"Lemma not found in database"
casar-se,"tie the knot",86,VERB,16,1,"FN: casar-se",Forming_relationships,5171,"Lemma not found in database"
casar-se,wed,86,VERB,16,1,"COD: casar.",Forming_relationships,5172,"Lemma not found in database"
avarentismo,niggardliness,83,NOUN,8,1,"FN: a qualidade ou estado de ser avarento",Stinginess,5182,"Lemma not found in database"
"Juntar-se em grupo","gang together",86,VERB,16,1,"COD: formar um grupo ou gangue",Come_together,5194,"Lemma not found in database"
Juntar-se,"band together",86,VERB,16,1,"FN: pessoas se reúnem para formar um grupo com uma única identidade",Come_together,5195,"Lemma not found in database"
Juntar-se,"come together",86,VERB,16,1,"FN: converge",Come_together,5196,"Lemma not found in database"
diga,tell,86,VERB,16,1,"COD: comunicar informação a.",Telling,5200,"Lemma not found in database"
Informar,"let know",96,X,17,1,"FN: dizer (a alguém) pela língua ou por algum outro meio.",Telling,5204,"Lemma not found in database"
Levante-se.,"stand up",86,VERB,16,1,"FN: assume uma posição de pé, normalmente ao sair de uma posição de deitar ou sentar",Change_posture,5207,"Lemma not found in database"
ajoelhar-se,kneel,86,VERB,16,1,"COD: cair ou descansar no joelho ou nos joelhos.",Change_posture,5208,"Lemma not found in database"
Ajoelhe-se.,"kneel down",86,VERB,16,1,"FN: cair ou vir-se de joelhos",Change_posture,5209,"Lemma not found in database"
Deite-se.,"lie down",86,VERB,16,1,"FN: assume posição horizontal em uma superfície de apoio",Change_posture,5210,"Lemma not found in database"
sentar-se,sit,86,VERB,16,1,"FN: é colocar-se numa posição em que o peso é suportado pelo traseiro, em vez dos pés e a coluna está ereta.",Change_posture,5212,"Lemma not found in database"
Sente-se.,"sit down",86,VERB,16,1,"FN: assume uma posição na qual o peso é suportado pelos glúteos em vez dos pés ou das costas",Change_posture,5213,"Lemma not found in database"
Endireitar-se,"sit up",86,VERB,16,1,"COD: mover de uma posição deitado ou agachado para uma posição sentada",Change_posture,5214,"Lemma not found in database"
Agachar-se,"squat down",86,VERB,16,1,"COD: agachar ou sentar com os joelhos flexionados e os calcanhares próximos ou tocando os glúteos ou coxas",Change_posture,5215,"Lemma not found in database"
Abaixar-se,"crouch down",86,VERB,16,1,"FN: assume uma postura de joelhos flexionados e o tronco superior é levado para frente e para baixo",Change_posture,5216,"Lemma not found in database"
encurvar-se,hunch,86,VERB,16,1,"FN: mover-se para uma posição em que os ombros e o topo do corpo estão curvados para frente",Change_posture,5217,"Lemma not found in database"
encurvar-se,slouch,86,VERB,16,1,"COD: ficar de pé, se mover ou sentar de forma preguiçosa e pendurada.",Change_posture,5218,"Lemma not found in database"
"erguer-se de joelhos","kneel up",86,VERB,16,1,"FN: ajoelhar-se de uma posição sentada ou deitada",Change_posture,5219,"Lemma not found in database"
encurvar-se,"hunch up",86,VERB,16,1,"FN: assume uma postura de sentar ou ficar com os ombros levantados e o topo do corpo inclinado para frente",Change_posture,5220,"Lemma not found in database"
Juntar-se,"band together",86,VERB,16,1,"FN: pessoas formando um grupo, geralmente para algum propósito específico",Amalgamation,5232,"Lemma not found in database"
Juntar-se,"come together",86,VERB,16,1,"FN: coesão para formar um todo",Amalgamation,5233,"Lemma not found in database"
"Manter um olho","keep a eye",86,VERB,16,1,"FN: observar de perto",Attention,5241,"Lemma not found in database"
localize,locate,86,VERB,16,1,"FN: descobrir o exato de uma entidade",Locating,5243,"Lemma not found in database"
perder-se,"get lost",86,VERB,16,1,"Não conseguir encontrar sua posição.",Locating,5244,"Lemma not found in database"
"fazer careta",grimace,86,VERB,16,1,"FN: distorção do rosto de forma expressiva",Making_faces,5248,"Lemma not found in database"
"fazer beicinho",pout,86,VERB,16,1,"COD: empurrar os lábios ou o lábio inferior para frente como uma expressão de irritação caprichosa ou para se tornar sexualmente atraente.",Making_faces,5249,"Lemma not found in database"
"franzir o cenho",scowl,86,VERB,16,1,"COD: franzir o cenho de maneira irritada ou com mau humor.",Making_faces,5250,"Lemma not found in database"
"sorrir com desdém",smirk,86,VERB,16,1,"COD: sorria de uma forma irritantemente arrogante ou boba.",Making_faces,5252,"Lemma not found in database"
redefine,redefine,86,VERB,16,1,"COD: define de novo ou de maneira diferente.",Communicate_categorization,5254,"Lemma not found in database"
"fazer parecer","make out to be",86,VERB,16,1,"FN: retratar algo como sendo de uma categoria especificada",Communicate_categorization,5259,"Lemma not found in database"
bipar,beep,86,VERB,16,1,"FN: causar algo emitir um som agudo e curto",Cause_to_make_noise,5275,"Lemma not found in database"
"cozinhar em fogo brando",simmer,86,VERB,16,1,"FN: cozinhar lentamente em um líquido apenas abaixo do ponto de ebulição em uma tigela ou frigideira fechada",Absorb_heat,5287,"Lemma not found in database"
Pochar,poach,86,VERB,16,1,"FN: tornar-se cozido por fervura em líquido",Absorb_heat,5299,"Lemma not found in database"
piar,cheep,83,NOUN,8,1,"FN: um choro agudo e estridente feito por, ou semelhante ao feito por uma ave jovem",Sounds,5312,"Lemma not found in database"
ranger,crunch,83,NOUN,8,1,"COD: um som de ranger.",Sounds,5320,"Lemma not found in database"
ofegante,gasp,83,NOUN,8,1,"COD: um cisco de respiração convulsiva",Sounds,5321,"Lemma not found in database"
Risadinha,giggle,83,NOUN,8,1,"COD: uma risada desse tipo.",Sounds,5322,"Lemma not found in database"
borbulho,gurgle,83,NOUN,8,1,"COD: um som borbulhante.",Sounds,5325,"Lemma not found in database"
ploft,plop,83,NOUN,8,1,"COD: um som curto como de um pequeno objeto sólido caindo na água sem fazer borbulha.",Sounds,5332,"Lemma not found in database"
Ronronado,purr,83,NOUN,8,1,"COD: um som de ronronar.",Sounds,5334,"Lemma not found in database"
Quá,quack,83,NOUN,8,1,"COD: o som característico e áspero feito por um pato.",Sounds,5335,"Lemma not found in database"
farfalhar,rustle,83,NOUN,8,1,"COD: um som de rangido.",Sounds,5339,"Lemma not found in database"
risadinha,snigger,83,NOUN,8,1,"COD: um riso sufocado ou meio suprimido.",Sounds,5347,"Lemma not found in database"
Risadinha,titter,83,NOUN,8,1,"COD: um breve, meio-reprimido riso",Sounds,5357,"Lemma not found in database"
piar,tweet,83,NOUN,8,1,"COD: o chiado de um pássaro pequeno ou jovem.",Sounds,5360,"Lemma not found in database"
Choramingo,whine,83,NOUN,8,1,"COD: um som alto e desagradável de longa duração.",Sounds,5364,"Lemma not found in database"
jodel,yodel,83,NOUN,8,1,"COD: uma canção ou chamada entregue de tal maneira.",Sounds,5369,"Lemma not found in database"
BANG!,bang,83,NOUN,8,1,"COD: um barulho repentino, alto e agudo.",Sounds,5371,"Lemma not found in database"
ligado,on,90,ADP,2,1,"FN: (de um aparelho ou sistema elétrico): em funcionamento",Being_in_operation,5375,"Lemma not found in database"
desligado,off,90,ADP,2,1,"COD: (de um aparelho elétrico ou de uma fonte de energia) não funcionando ou para deixar de funcionar.",Being_in_operation,5376,"Lemma not found in database"
depende,depends,86,VERB,16,1,"FN: (algo dito no discurso imediato) depende",Contingency,5377,"Lemma not found in database"
"conversa espirituosa",badinage,83,NOUN,8,1,"COD: conversa espirituosa.",Chatting,5384,"Lemma not found in database"
"bater papo","shoot the breeze",86,VERB,16,1,"COD: ter uma conversa informal",Chatting,5391,"Lemma not found in database"
situar-se,lie,86,VERB,16,1,"COD: situa-se em uma posição ou direção especificada.",Being_located,5409,"Lemma not found in database"
Sentar-se,sit,86,VERB,16,1,"COD: ser ou permanecer em uma posição ou estado específico.",Being_located,5410,"Lemma not found in database"
angulada,angled,84,ADJ,1,1,"Posicionada em um ângulo específico.",Attributes,5418,"Lemma not found in database"
"de frente aberta",open-fronted,84,ADJ,1,1,"A qualidade de ser aberto na frente.",Attributes,5419,"Lemma not found in database"
"mente aberta","open minded",84,ADJ,1,1,"A característica de ser receptivo a novas coisas.",Attributes,5420,"Lemma not found in database"
circunferente,"big around",84,ADJ,1,1,"FN: ter uma circunferência grande.",Measurable_attributes,5423,"Lemma not found in database"
larga,broad,84,ADJ,1,1,"FN: largo",Measurable_attributes,5424,"Lemma not found in database"
velhinho,oldish,84,ADJ,1,1,"FN: um pouco velho",Age,5438,"Lemma not found in database"
Nova-iorquino,"new yorker",83,NOUN,8,1,"COD: um nativo ou morador do estado ou cidade de Nova York.",People_by_origin,5445,"Lemma not found in database"
denverita,denverite,83,NOUN,8,1,"FN: uma pessoa de Denver",People_by_origin,5449,"Lemma not found in database"
chicagoano,chicagoan,83,NOUN,8,1,"FN: uma pessoa de Chicago.",People_by_origin,5450,"Lemma not found in database"
dublinense,dubliner,83,NOUN,8,1,"FN: Uma pessoa de ou residente em Dublin.",People_by_origin,5451,"Lemma not found in database"
"índio (americano)",indian((american)),83,NOUN,8,1,"COD: um índio americano.",People_by_origin,5452,"Lemma not found in database"
franceses,"french people",83,NOUN,8,1,"O povo da França;",People_by_origin,5455,"Lemma not found in database"
"Índio Americano","american indian",83,NOUN,8,1,"Um membro da raça de pessoas que viviam na América quando os europeus chegaram;",People_by_origin,5456,"Lemma not found in database"
"índio americano","red indian",83,NOUN,8,1,"Um membro da raça de pessoas que viviam na América quando os europeus chegaram;",People_by_origin,5457,"Lemma not found in database"
"grupo indígena","indigenous group",83,NOUN,8,1,"Povos indígenas neste artigo se refere aos grupos especialmente protegidos em legislação internacional ou nacional especificada como tendo um conjunto de direitos específicos com base em suas ligações históricas a um determinado território e sua distinção cultural ou histórica de outras populações.",People_by_origin,5458,"Lemma not found in database"
"alien [et]","alien [et]",83,NOUN,8,1,"FN: ser inteligente de outro planeta ou universo.",People_by_origin,5460,"Lemma not found in database"
"alien [estrangeiro]","alien [foreigner]",83,NOUN,8,1,"FN: pessoa de nacionalidade estrangeira.",People_by_origin,5461,"Lemma not found in database"
highlander,highlander,83,NOUN,8,1,"Este termo está relacionado com pessoas que vivem nas Terras Altas da Escócia.",People_by_origin,5462,"Lemma not found in database"
copenhaguense,copenhagenner,83,NOUN,8,1,"Uma pessoa que vem da cidade de Copenhague.",People_by_origin,5463,"Lemma not found in database"
singapurense,syngaporean,83,NOUN,8,1,"Uma pessoa nativa de Singapura.",People_by_origin,5465,"Lemma not found in database"
miconiano,mykonian,83,NOUN,8,1,"Alguém que nasceu na ilha de Míconos.",People_by_origin,5468,"Lemma not found in database"
"ficar furioso","go ballistic",86,VERB,16,1,"FN: agir de uma forma indicando extrema frustração.",Losing_it,5471,"Lemma not found in database"
flipar,"flip out",86,VERB,16,1,"FN: subitamente se torna visivelmente perturbado...",Losing_it,5472,"Lemma not found in database"
"perder a calma","blow cool",86,VERB,16,1,"FN: perder a desapegação por raiva, resultando em interação confrontacional.",Losing_it,5473,"Lemma not found in database"
"Ficar louco.","freak out",86,VERB,16,1,"FN: agir de maneira irracional devido ao medo excessivo",Losing_it,5474,"Lemma not found in database"
"Perder a calma","blow (one's) cool",86,VERB,16,1,"FN: perder a desapego por raiva, resultando em interação confrontacional.",Losing_it,5475,"Lemma not found in database"
"Perder a cabeça","blow (one's) stack",96,X,17,1,"FN: ficar furioso sem controle.",Losing_it,5476,"Lemma not found in database"
"perder a cabeça","lose (one's) shit",96,X,17,1,"FN: ficar bravo ou perturbado e perder o controle.",Losing_it,5477,"Lemma not found in database"
Desmoronar-se,"come apart",86,VERB,16,1,"FN: tornar-se incapaz de funcionar normalmente como resultado de perturbação emocional.",Losing_it,5478,"Lemma not found in database"
"em pedaços","to bits",90,ADP,2,1,"FN: em um estado emocional não controlado.",Losing_it,5480,"Lemma not found in database"
"em pedaços","to pieces",90,ADP,2,1,"FN: em um estado incapaz de ação devido a perturbação emocional.",Losing_it,5481,"Lemma not found in database"
graspável,graspable,84,ADJ,1,1,"FN: compreensível",Grasp,5486,"Lemma not found in database"
certos,certain,84,ADJ,1,1,"COD: alguns mas não todos.",Idiosyncrasy,5490,"Lemma not found in database"
"potência estatística",power_((statistical)),83,NOUN,8,1,"FN: a probabilidade de um teste estatístico rejeitar falsos negativos.",Capability,5494,"Lemma not found in database"
"falta de força",powerlessness,83,NOUN,8,1,"FN: falta de força física",Capability,5496,"Lemma not found in database"
"não pode",cannot,86,VERB,16,1,"Não conseguir realizar uma tarefa ou ser impedido de fazer algo.",Capability,5498,"Lemma not found in database"
mais,more,84,ADJ,1,1,"FN: um valor adicional",Increment,5503,"Lemma not found in database"
"trazer à mente","bring to mind",86,VERB,16,1,"FN: evocar",Evoking,5507,"Lemma not found in database"
bonita,beautiful,84,ADJ,1,1,"COD: agradar aos sentidos ou à mente de forma estética",Aesthetics,5518,"Lemma not found in database"
Pare.,stop,86,VERB,16,1,"FN: Pare de se mover",Halt,5534,"Lemma not found in database"
Parar.,halt,86,VERB,16,1,"FN: Pare de se mover",Halt,5535,"Lemma not found in database"
"a um impasse","to a halt",89,ADV,3,1,"FN: chegar a um estado de repouso",Halt,5536,"Lemma not found in database"
"até parar","to a stop",89,ADV,3,1,"FN: ficar estacionário",Halt,5537,"Lemma not found in database"
"escada rolante",escalator,83,NOUN,8,1,"COD: uma escada rolante composta por um corredor de degraus que circula acionado por um motor",Connecting_architecture,5539,"Lemma not found in database"
escadas,stairs,83,NOUN,8,1,"COD: um conjunto de tais etapas levando de um andar de um edifício para outro",Connecting_architecture,5540,"Lemma not found in database"
restos,remains,83,NOUN,8,1,"COD: coisas restantes.",Remainder,5543,"Lemma not found in database"
"criança em idade escolar","school-age child",83,NOUN,8,1,"um jovem que frequenta uma escola.",People_by_vocation,5555,"Lemma not found in database"
"professor de escola","school teacher",83,NOUN,8,1,"um professor em uma escola abaixo do nível universitário.",People_by_vocation,5558,"Lemma not found in database"
"empregada doméstica",maid,83,NOUN,8,1,"uma empregada doméstica.",People_by_vocation,5561,"Lemma not found in database"
Trader,trader,83,NOUN,8,1,"Uma pessoa que negocia profissionalmente uma mercadoria.",People_by_vocation,5564,"Lemma not found in database"
vendedor(a),salesperson,83,NOUN,8,1,"uma pessoa cujo trabalho envolve vender ou promover produtos comerciais.",People_by_vocation,5571,"Lemma not found in database"
"notário público","notary public",83,NOUN,8,1,"Uma pessoa autorizada a certificar ou autenticar documentos.",People_by_vocation,5576,"Lemma not found in database"
"produtor de leite","milk farmer",83,NOUN,8,1,"Uma pessoa que se especializa na produção de leite. O dono de uma fazenda de leite.",People_by_vocation,5578,"Lemma not found in database"
"Prestador de saúde","health provider",83,NOUN,8,1,"Uma pessoa ou instituição que fornece cuidados de saúde preventivos ou curativos a indivíduos ou famílias.",People_by_vocation,5584,"Lemma not found in database"
"artesão manual",handcrafter,83,NOUN,8,1,"Um profissional que trabalha com artesanato em suas diversas modalidades.",People_by_vocation,5588,"Lemma not found in database"
"funcionário de banco","bank clerk",83,NOUN,8,1,"Um profissional que trabalha em bancos.",People_by_vocation,5590,"Lemma not found in database"
"Proprietário de loja","shop owner",83,NOUN,8,1,"Um pessoa que comercializa profissionalmente uma mercadoria.",People_by_vocation,5594,"Lemma not found in database"
"guarda de segurança","security guard",83,NOUN,8,1,"Uma pessoa responsável pela segurança de um indivíduo, local ou objeto.",People_by_vocation,5599,"Lemma not found in database"
